0, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
1, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
2, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
3, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
4, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
5, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
6, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
7, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
8, 0.04201716184616089,	0.38834256, 0.72068703, 0.31103876, 0.9146328, 0.5337829, 0.8496789, 0.11434631, 0.35803938, 0.07947885, 0.03510958, 0.042678382, 0.9768653, 0.36289367, 0.6972134, 0.2178938, 0.7257614, 0.838295, 0.9519992, 0.272508, 0.9651462
9, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
10, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
11, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
12, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
13, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
14, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
15, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
16, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
17, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
18, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
19, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
20, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
21, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
22, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
23, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
24, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
25, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
26, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
27, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
28, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
29, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
30, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
31, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
32, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
33, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
34, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
35, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
36, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
37, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
38, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
39, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
40, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
41, 0.05177658796310425,	0.32765427, 0.8744133, 0.6295102, 0.22713377, 0.22068115, 0.77522594, 0.21987666, 0.35803938, 0.07947885, 0.1312434, 0.0, 0.9768653, 0.21428871, 1.0, 0.9295567, 1.0, 0.9075479, 1.0, 0.13718659, 0.18542375
